Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
"Abyusif, Abo El Anwar, Lil Baba",Basha E3temed,spotify:track:4QrQgRLngf3cKoEdu3s6RH,136.0,0.195,0.747,0.628,0.00546,11.0,0.262,-10.061,1.0,0.0866,135.109,0.613,2019-10-16
Lege-Cy,Betadeen,spotify:track:693Zm4S9surNZUPZp0RCXi,135.0,0.717,0.528,0.52,0.000176,6.0,0.0926,-9.361,0.0,0.202,100.952,0.544,2020-05-20
Travis Scott,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,134.0,0.00513,0.834,0.73,0.0,8.0,0.124,-3.714,1.0,0.222,155.008,0.446,2018-08-03
Cairokee,Samurai,spotify:track:1EBmjew9K69csBqRxI8BeO,133.0,0.418,0.802,0.704,0.013,10.0,0.0737,-7.119,0.0,0.0429,111.987,0.577,2022-09-23
Sherine,حبه جنة,spotify:track:2QK9spxKFUWe7zeirPHf5O,133.0,0.652,0.373,0.904,2.85e-05,8.0,0.134,-4.658,0.0,0.065,169.936,0.756,2018-10-24
Mohamed Hamaki,Ya Sattar,spotify:track:2IBZ2ROgyUewCGCgWAp1sq,133.0,0.0538,0.846,0.653,0.00673,8.0,0.0396,-9.004,0.0,0.0632,94.991,0.777,2019-01-25
XXXTENTACION,Hope,spotify:track:2ZRo7axmMPeSVUvDbGkJah,133.0,0.661,0.592,0.457,0.000331,9.0,0.146,-6.081,0.0,0.0603,146.04,0.225,2018-03-16
"ZAYN, Sia",Dusk Till Dawn (feat. Sia) - Radio Edit,spotify:track:3e7sxremeOE3wTySiOhGiP,132.0,0.102,0.259,0.437,1.32e-06,11.0,0.106,-6.589,0.0,0.0386,180.042,0.0951,2018-12-14
Abyusif,Wa7ed Wa7ed,spotify:track:3LGjJIBJVbPOeuYcYQUJBy,131.0,0.575,0.722,0.563,0.00018,1.0,0.39,-8.888,0.0,0.0403,98.011,0.282,2018-07-15
Marwan Moussa,شيراتون,spotify:track:3S2aU4rUZXbVOxyVzgzXQ5,129.0,0.191,0.888,0.438,0.00111,6.0,0.108,-8.735,0.0,0.0528,104.971,0.234,2020-05-24
"Mody Amin, Essam Sasa",صاحبي من غبائه,spotify:track:3RLpfYSIQlW1YI6bIexpUy,128.0,0.19,0.8,0.848,0.0,3.0,0.0781,0.14,0.0,0.0685,109.975,0.797,2021-03-29
The Weeknd,Save Your Tears,spotify:track:5QO79kh1waicV47BqGRL3g,128.0,0.0212,0.68,0.826,1.24e-05,0.0,0.543,-5.487,1.0,0.0309,118.051,0.644,2020-03-20
Afroto,Sogara,spotify:track:3C6zfNQAGVjYFXaYg7xLTY,127.0,0.568,0.709,0.487,0.0,7.0,0.14,-8.371,0.0,0.0358,99.022,0.519,2020-06-15
Juice WRLD,Lucid Dreams,spotify:track:285pBltuF7vW8TeWk8hdRR,126.0,0.349,0.511,0.566,0.0,6.0,0.34,-7.23,0.0,0.2,83.903,0.218,2018-12-10
Mohamed Hamaki,Oddam El Nas,spotify:track:2z1J38i6dM0v535hiwb3Y8,125.0,0.102,0.808,0.589,0.000694,0.0,0.107,-6.492,0.0,0.115,102.992,0.463,2019-01-25
"Molotof, Marwan Pablo",Geb Felos,spotify:track:71T1Jdg4J5uNesxvFa9hzZ,125.0,0.609,0.704,0.506,0.0,5.0,0.116,-8.303,0.0,0.033,109.986,0.304,2020-06-21
"Wegz, LZHYMR",أسياد الصوت,spotify:track:2xID4PetWGYUl2JtQWBlcq,125.0,0.436,0.823,0.584,4.51e-06,0.0,0.16,-8.176,0.0,0.0677,134.997,0.284,2021-04-09
Mohamed Hamaki,Mel Bedaya,spotify:track:2j9B8YHcnxDwiDNZg6UXFl,124.0,0.41,0.627,0.52,0.0,1.0,0.104,-8.609,1.0,0.0819,73.986,0.542,2019-01-25
Marwan Pablo,3ayz Fin,spotify:track:0PmwGroz5BHqUSVpQgfZXX,123.0,0.0246,0.627,0.635,0.692,10.0,0.154,-7.889,0.0,0.136,148.012,0.287,2018-04-25
XXXTENTACION,changes,spotify:track:7AFASza1mXqntmGtbxXprO,122.0,0.883,0.669,0.308,0.0,11.0,0.0984,-10.068,1.0,0.029,64.934,0.52,2018-03-16
Marwan Pablo,El Gholaf X Ozoris,spotify:track:5M7EIx94YOdh1uH0qlzxuK,122.0,0.12,0.458,0.717,6.79e-06,9.0,0.234,-6.012,0.0,0.144,94.951,0.48,2017-12-27
XXXTENTACION,Jocelyn Flores,spotify:track:7m9OqQk4RVRkw9JJdeAw96,122.0,0.469,0.872,0.391,4.13e-06,0.0,0.297,-9.144,0.0,0.242,134.021,0.437,2017-08-25
Ramy Sabry,Hayaty Msh Tamam,spotify:track:5P1lXXSESjRau7dg9l6egg,121.0,0.299,0.78,0.657,3.79e-05,4.0,0.165,-5.503,0.0,0.0332,99.984,0.719,2020-02-13
Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,120.0,0.328,0.701,0.425,0.13,7.0,0.1,-10.965,1.0,0.375,135.128,0.562,2019-03-29
Shahyn,Siri,spotify:track:4o1PPATScznoaMQk2yg6G5,119.0,0.0462,0.863,0.697,0.0,6.0,0.107,-8.557,1.0,0.0892,124.043,0.508,2021-06-25
Marwan Moussa,نهاية العالم,spotify:track:1UBV1JRYrzWwzmFsEQq3Ea,119.0,0.281,0.733,0.906,0.0,1.0,0.12,-5.81,0.0,0.262,147.966,0.539,2019-09-06
Essam Sasa,وسط دموع وجراح,spotify:track:3FdV0iO6fskyPeYnrMsKPM,118.0,0.498,0.805,0.78,0.0,11.0,0.526,-3.463,0.0,0.0764,109.984,0.813,2021-06-01
Marwan Moussa,Tesla,spotify:track:0htvkHTlXpui40I957NFUt,117.0,0.423,0.701,0.361,0.0,9.0,0.0896,-11.158,0.0,0.15,104.948,0.83,2021-01-01
Wegz,عفاريت الأسفلت,spotify:track:02G9n2WgsNd2j7CqTmcDR2,116.0,0.505,0.85,0.528,0.0,10.0,0.204,-8.646,0.0,0.267,143.066,0.801,2021-07-17
"Molotof, Wegz",Bel Salama - Lorry Pt. 2 Remix,spotify:track:1OFqfSFPRN5hqTXz0WnUZB,115.0,0.75,0.721,0.634,0.000334,10.0,0.268,-7.543,1.0,0.233,140.105,0.447,2020-01-08
Marwan Pablo,CTRL,spotify:track:2lj1RNDztkIsyzhAX2soEa,114.0,0.0637,0.795,0.49,0.00164,4.0,0.102,-14.784,0.0,0.209,136.036,0.364,2021-03-29
Ahmed Kamel,Ouly,spotify:track:1GMfL5Bu97xGltZ2lKc5u9,112.0,0.518,0.473,0.476,1.11e-06,11.0,0.185,-10.22,0.0,0.0801,129.653,0.16,2019-11-24
"The Weeknd, Daft Punk",Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,111.0,0.141,0.679,0.587,6.35e-06,7.0,0.137,-7.015,1.0,0.276,186.003,0.486,2016-11-25
"Marwan Pablo, Molotof",Kaas - Freestyle,spotify:track:2Fbb3zoVgpNIM5WPrl08eY,109.0,0.00401,0.807,0.668,0.0,5.0,0.159,-7.844,1.0,0.275,145.12,0.706,2019-06-17
Wegz,علي راحتي,spotify:track:7ovuIttxBRyuJepLizxnbJ,109.0,0.112,0.827,0.614,0.000152,7.0,0.107,-10.469,1.0,0.3,160.005,0.571,2019-10-23
Wegz,الغسالة,spotify:track:4GcEzW65Yr0bFVqozWcgPH,108.0,0.299,0.83,0.653,0.0,5.0,0.114,-7.833,0.0,0.0425,103.992,0.507,2020-07-28
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,108.0,0.533,0.755,0.522,0.0,2.0,0.0685,-4.368,1.0,0.0575,89.96,0.925,2019-09-06
Shahyn,Elvaranda,spotify:track:5WellK8qTZHROwvouT35uA,107.0,0.552,0.74,0.715,0.0,10.0,0.109,-6.35,0.0,0.317,132.678,0.621,2019-09-29
Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,105.0,0.0546,0.598,0.427,5.83e-06,7.0,0.21,-8.764,0.0,0.0317,76.469,0.0605,2019-10-04
Tom Odell,Another Love,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,104.0,0.717,0.442,0.538,2.95e-05,4.0,0.09,-8.55,0.0,0.0451,122.758,0.139,2013-06-17
Amr Diab,Nour El Ein,spotify:track:3ZTuYuaV1fhdNnuIBuzTYy,104.0,0.265,0.747,0.658,3.98e-06,8.0,0.0379,-12.339,1.0,0.0784,100.066,0.772,1996-01-01
Tones And I,Dance Monkey,spotify:track:2N8m6CYs74qQO4mjVcXO30,103.0,0.69,0.824,0.587,0.000105,6.0,0.149,-6.401,0.0,0.0937,98.029,0.514,2021-07-16
Muslim - مُسلِم,Etnaset,spotify:track:5hiQSNo6jQbQ2m2gBZs7bU,102.0,0.804,0.444,0.5,2.05e-06,1.0,0.108,-7.706,0.0,0.0666,147.757,0.271,2021-10-21
Ahmed Kamel,3la 3eny,spotify:track:5Aun0pJOQFBQozav1hPpM1,101.0,0.83,0.448,0.336,0.0,9.0,0.133,-12.567,0.0,0.0355,142.306,0.209,2021-08-18
Muslim - مُسلِم,Abl Mawsalek,spotify:track:6382iMgZk6yyPg3htCkpB5,101.0,0.749,0.438,0.323,1.1e-06,4.0,0.106,-10.903,0.0,0.0406,115.627,0.329,2021-08-07
Billie Eilish,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,100.0,0.978,0.367,0.111,3.97e-05,4.0,0.0897,-14.084,1.0,0.0972,82.642,0.198,2019-03-29
"Post Malone, 21 Savage",rockstar (feat. 21 Savage),spotify:track:0e7ipj03S05BNilyu5bRzt,100.0,0.124,0.585,0.52,7.01e-05,5.0,0.131,-6.136,0.0,0.0712,159.801,0.129,2018-04-27
XXXTENTACION,Everybody Dies In Their Nightmares,spotify:track:3GVkPk8mqxz0itaAriG1L7,100.0,0.847,0.734,0.57,2.14e-05,7.0,0.112,-7.066,0.0,0.133,129.953,0.689,2017-08-25
"Double Zuksh, Marwan Moussa, Eldab3",Forsa,spotify:track:6tl8bNghUgqnBvdXQS16l0,100.0,0.48,0.834,0.686,9.7e-06,5.0,0.112,-5.03,0.0,0.0482,105.01,0.601,2020-09-03
Billie Eilish,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,99.0,0.902,0.704,0.225,0.657,6.0,0.106,-14.454,0.0,0.0994,120.006,0.243,2019-11-13
Tamer Ashour,ده حكايه,spotify:track:5mNj2g5yg9vcC3MONjbgcD,99.0,0.198,0.822,0.829,0.0,4.0,0.234,-7.332,0.0,0.058,105.999,0.741,2019-03-21
Adham Nabulsi,Howeh El Hob,spotify:track:7o0v7fQ8SJKQjjA1kzSabX,98.0,0.271,0.487,0.47,0.0,2.0,0.203,-8.23,1.0,0.0736,156.182,0.213,2018-11-20
Mohammed Saeed,Konty 2olely,spotify:track:49odA1EtwSkPefTEeIwqBx,96.0,0.936,0.671,0.248,0.0875,5.0,0.115,-14.674,0.0,0.143,140.033,0.396,2021-11-30
El Waili,El 3bd W El Waili,spotify:track:6CFDWaN8XmEHGUgXG2MxaO,96.0,0.723,0.442,0.42,0.0387,2.0,0.124,-9.266,1.0,0.136,195.864,0.149,2020-06-25
Amr Diab,Alby Etmannah,spotify:track:2G8hCbEMe4WoOhtw2EKJd5,95.0,0.482,0.714,0.754,4.37e-05,3.0,0.0438,-7.005,0.0,0.0376,100.28,0.866,2017-08-14
Amr Diab,Lealy Nahary,spotify:track:72HOx5h43VZMsbM6VI3J3G,94.0,0.192,0.746,0.856,0.00719,9.0,0.124,-4.576,0.0,0.0553,103.295,0.573,2018-06-08
Marwan Pablo,Ghaba,spotify:track:4Zpg4neFtdTJJF4wsrTJRa,94.0,0.00112,0.744,0.473,0.00136,5.0,0.0872,-14.143,0.0,0.0533,128.045,0.375,2021-03-29
"Marshmello, Bastille",Happier,spotify:track:2dpaYNEQHiRxtZbfNsse99,94.0,0.191,0.687,0.792,0.0,5.0,0.167,-2.749,1.0,0.0452,100.015,0.671,2018-08-17
Trevor Daniel,Falling,spotify:track:0Aqi7ArnBrGblW5T6p2jmD,94.0,0.123,0.785,0.431,0.0,10.0,0.0887,-8.756,0.0,0.0364,127.085,0.236,2020-03-26
Lege-Cy,Arafa,spotify:track:7KPk6KMHIlPO31D8Ku39vP,93.0,0.873,0.766,0.449,0.153,9.0,0.448,-10.838,0.0,0.216,115.993,0.494,2021-09-14
Shahyn,Bestek Now,spotify:track:5cjSwfLApF1T4G01ti3eS5,93.0,0.339,0.713,0.613,0.0,5.0,0.243,-10.618,0.0,0.334,140.928,0.425,2020-11-15
Mohamed Hamaki,Mabalash,spotify:track:40BMID1JwcJZYeTS1t6stp,93.0,0.0771,0.663,0.412,1.32e-05,4.0,0.0814,-9.155,0.0,0.03,84.012,0.451,2015-08-12
Muslim - مُسلِم,Mesh Nadman,spotify:track:3g4p8OgtpxHpEHzEjnRo6J,92.0,0.769,0.566,0.332,0.0,10.0,0.0806,-11.366,1.0,0.0658,88.957,0.322,2021-12-28
Imagine Dragons,Thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB,92.0,0.00671,0.605,0.822,0.134,0.0,0.147,-4.833,1.0,0.0438,167.997,0.288,2017-06-23
Bahaa Sultan,Ta3ala Adalla3ak,spotify:track:3LXPZvEHf0vhgFKs4giHSS,92.0,0.651,0.763,0.863,0.0,10.0,0.0815,-4.395,1.0,0.0451,123.911,0.9,2021-12-27
Imagine Dragons,Bad Liar,spotify:track:2RSHsoi04658QL5xgQVov3,92.0,0.0722,0.383,0.637,0.0,3.0,0.368,-6.993,1.0,0.0703,177.913,0.0827,2018-11-09
Abo El Anwar,Scoo Scoo,spotify:track:2c6A8Fh4z2hPumkD8RdkLH,91.0,0.275,0.917,0.59,5.95e-05,2.0,0.0893,-7.693,1.0,0.271,92.552,0.442,2019-11-28
"Marshmello, Anne-Marie",FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,91.0,0.205,0.626,0.88,0.0,9.0,0.128,-2.384,0.0,0.0504,95.079,0.534,2018-02-09
Sherine,الكدابين,spotify:track:6OvHZA4I4Nl1F0Brs8nPkR,90.0,0.706,0.513,0.723,8.18e-06,5.0,0.178,-5.747,1.0,0.127,169.935,0.656,2018-10-24
Marwan Pablo,Folklor,spotify:track:6e9POsatLdTrXO4j5Y9nxd,90.0,0.0204,0.837,0.62,0.00261,11.0,0.089,-9.391,0.0,0.198,147.98,0.626,2018-11-22
Wegz,اي تي ام,spotify:track:6hWpweOTHzNoRpPp4UYiT2,90.0,0.552,0.756,0.467,0.000171,6.0,0.0994,-9.191,0.0,0.0624,85.018,0.425,2019-09-29
